order_id,klient,produkt,kategoria,miasto,ilosc,cena_jednostkowa,data_zamowienia,email,wartosc_zamowienia,rok,miesiac,nazwa_dnia,email_poprawny
1301,Anna Kowalska,Klawiatura,akcesoria,Poznań,1,1499.0,2025-09-14,krzysztof.k@gmail.com,1499.0,2025,9,Sunday,True
1302,Anna Kowalska,Mysz,akcesoria,Warszawa,3,399.0,2025-03-06,krzysztof.k@gmail.com,1197.0,2025,3,Thursday,True
1303,Anna Kowalska,Laptop,elektronika,Wrocław,2,199.99,2025-08-25,brak_emaila,399.98,2025,8,Monday,False
1307,Katarzyna Lewandowska,Laptop,akcesoria,Kraków,3,1499.0,2025-07-06,krzysztof.k@gmail.com,4497.0,2025,7,Sunday,True
1308,Tomasz Zieliński,Klawiatura,akcesoria,Kraków,1,2999.0,2025-03-04,brak_emaila,2999.0,2025,3,Tuesday,False
1309,Tomasz Zieliński,Webcam,akcesoria,Warszawa,1,199.99,2025-01-01,marta@gmail.com,199.99,2025,1,Wednesday,True
1310,Anna Kowalska,Monitor,elektronika,Warszawa,3,2999.0,2025-08-21,brak,8997.0,2025,8,Thursday,False
1315,Krzysztof Kamiński,Monitor,elektronika,Gdańsk,2,2999.0,2025-01-03,krzysztof.k@gmail.com,5998.0,2025,1,Friday,True
1318,Marta Wójcik,Słuchawki,elektronika,Łódź,1,399.0,2025-05-08,anna@gmail.com,399.0,2025,5,Thursday,True
1319,Anna Kowalska,Pendrive,elektronika,Łódź,1,1499.0,2025-06-21,piotr.w@onet,1499.0,2025,6,Saturday,False
1320,Marta Wójcik,Mysz,elektronika,Warszawa,1,1499.0,2025-02-07,piotr.w@onet,1499.0,2025,2,Friday,False
1321,Magdalena Dąbrowska,Słuchawki,akcesoria,Gdańsk,1,89.5,2025-02-10,JAN@WP.PL,89.5,2025,2,Monday,True
1324,Magdalena Dąbrowska,Słuchawki,elektronika,Wrocław,3,1499.0,2025-10-09,JAN@WP.PL,4497.0,2025,10,Thursday,True
1325,Marta Wójcik,Monitor,elektronika,Warszawa,5,299.99,2025-10-10,anna@gmail.com,1499.95,2025,10,Friday,True
1326,Katarzyna Lewandowska,Mysz,elektronika,Kraków,1,199.99,2025-02-08,tomasz@interia.pl,199.99,2025,2,Saturday,True
1327,Marta Wójcik,Webcam,akcesoria,Wrocław,2,89.5,2025-05-04,JAN@WP.PL,179.0,2025,5,Sunday,True
1329,Anna Kowalska,Pendrive,akcesoria,Gdańsk,5,89.5,2025-09-14,piotr.w@onet,447.5,2025,9,Sunday,False
1330,Anna Kowalska,Mysz,elektronika,Gdańsk,1,89.5,2025-05-16,tomasz@interia.pl,89.5,2025,5,Friday,True
1332,Marta Wójcik,Laptop,elektronika,Łódź,2,299.99,2025-03-06,anna@gmail.com,599.98,2025,3,Thursday,True
1334,Piotr Wiśniewski,Pendrive,elektronika,Warszawa,1,399.0,2025-05-08,tomasz@interia.pl,399.0,2025,5,Thursday,True
1335,Marta Wójcik,Mysz,elektronika,Kraków,2,1499.0,2025-05-31,brak,2998.0,2025,5,Saturday,False
1336,Anna Kowalska,Laptop,akcesoria,Warszawa,3,199.99,2025-07-10,krzysztof.k@gmail.com,599.97,2025,7,Thursday,True
1337,Jan Nowak,Mysz,akcesoria,Warszawa,1,2999.0,2025-02-18,tomasz@interia.pl,2999.0,2025,2,Tuesday,True
1340,Anna Kowalska,Słuchawki,akcesoria,Kraków,3,399.0,2025-07-15,tomasz@interia.pl,1197.0,2025,7,Tuesday,True
1343,Jan Nowak,Webcam,akcesoria,Gdańsk,1,1499.0,2025-02-04,tomasz@interia.pl,1499.0,2025,2,Tuesday,True
1344,Anna Kowalska,Mysz,elektronika,Wrocław,1,299.99,2025-08-06,krzysztof.k@gmail.com,299.99,2025,8,Wednesday,True
1347,Magdalena Dąbrowska,Webcam,akcesoria,Warszawa,2,1499.0,2025-06-30,JAN@WP.PL,2998.0,2025,6,Monday,True
1348,Marta Wójcik,Pendrive,elektronika,Gdańsk,1,1499.0,2025-06-22,anna@gmail.com,1499.0,2025,6,Sunday,True
1349,Marta Wójcik,Pendrive,elektronika,Warszawa,3,299.99,2025-02-21,krzysztof.k@gmail.com,899.97,2025,2,Friday,True
1350,Marta Wójcik,Laptop,elektronika,Kraków,1,89.5,2025-11-10,tomasz@interia.pl,89.5,2025,11,Monday,True
1353,Piotr Wiśniewski,Monitor,akcesoria,Poznań,1,89.5,2025-04-13,anna@gmail.com,89.5,2025,4,Sunday,True
1354,Tomasz Zieliński,Laptop,elektronika,Łódź,1,199.99,2025-05-27,piotr.w@onet,199.99,2025,5,Tuesday,False
1355,Krzysztof Kamiński,Laptop,akcesoria,Poznań,1,199.99,2025-05-10,krzysztof.k@gmail.com,199.99,2025,5,Saturday,True
1356,Jan Nowak,Klawiatura,akcesoria,Kraków,1,89.5,2025-06-02,JAN@WP.PL,89.5,2025,6,Monday,True
1357,Anna Kowalska,Laptop,elektronika,Warszawa,1,399.0,2025-03-09,anna@gmail.com,399.0,2025,3,Sunday,True
1358,Magdalena Dąbrowska,Laptop,akcesoria,Warszawa,2,2999.0,2025-04-26,krzysztof.k@gmail.com,5998.0,2025,4,Saturday,True
1359,Jan Nowak,Monitor,elektronika,Warszawa,2,1499.0,2025-07-27,tomasz@interia.pl,2998.0,2025,7,Sunday,True
1360,Marta Wójcik,Webcam,elektronika,Warszawa,1,2999.0,2025-10-06,anna@gmail.com,2999.0,2025,10,Monday,True
1361,Anna Kowalska,Mysz,akcesoria,Kraków,1,1499.0,2025-08-25,anna@gmail.com,1499.0,2025,8,Monday,True
1363,Jan Nowak,Mysz,elektronika,Łódź,2,199.99,2025-02-02,anna@gmail.com,399.98,2025,2,Sunday,True
1364,Marta Wójcik,Monitor,elektronika,Kraków,2,399.0,2025-05-31,piotr.w@onet,798.0,2025,5,Saturday,False
1365,Jan Nowak,Laptop,akcesoria,Łódź,1,199.99,2025-04-26,anna@gmail.com,199.99,2025,4,Saturday,True
1366,Anna Kowalska,Monitor,akcesoria,Kraków,3,2999.0,2025-04-25,piotr.w@onet,8997.0,2025,4,Friday,False
1367,Marta Wójcik,Monitor,akcesoria,Warszawa,3,199.99,2025-03-29,tomasz@interia.pl,599.97,2025,3,Saturday,True
1368,Piotr Wiśniewski,Monitor,akcesoria,Gdańsk,2,89.5,2025-12-10,piotr.w@onet,179.0,2025,12,Wednesday,False
1370,Katarzyna Lewandowska,Monitor,akcesoria,Poznań,1,2999.0,2025-07-02,tomasz@interia.pl,2999.0,2025,7,Wednesday,True
1371,Krzysztof Kamiński,Monitor,akcesoria,Wrocław,1,399.0,2025-06-12,tomasz@interia.pl,399.0,2025,6,Thursday,True
1373,Krzysztof Kamiński,Mysz,elektronika,Warszawa,3,1499.0,2025-01-21,brak,4497.0,2025,1,Tuesday,False
1374,Magdalena Dąbrowska,Monitor,elektronika,Warszawa,1,199.99,2025-07-25,JAN@WP.PL,199.99,2025,7,Friday,True
1375,Krzysztof Kamiński,Mysz,elektronika,Kraków,1,399.0,2025-07-13,marta@gmail.com,399.0,2025,7,Sunday,True
1376,Marta Wójcik,Klawiatura,elektronika,Warszawa,1,299.99,2025-08-08,brak,299.99,2025,8,Friday,False
1378,Katarzyna Lewandowska,Mysz,elektronika,Gdańsk,3,199.99,2025-05-27,brak_emaila,599.97,2025,5,Tuesday,False
1379,Anna Kowalska,Mysz,akcesoria,Kraków,2,1499.0,2025-11-08,marta@gmail.com,2998.0,2025,11,Saturday,True
1380,Anna Kowalska,Monitor,akcesoria,Wrocław,1,399.0,2025-08-28,anna@gmail.com,399.0,2025,8,Thursday,True
1381,Anna Kowalska,Słuchawki,akcesoria,Warszawa,1,2999.0,2025-02-23,brak,2999.0,2025,2,Sunday,False
1382,Anna Kowalska,Klawiatura,akcesoria,Kraków,1,1499.0,2025-09-22,brak,1499.0,2025,9,Monday,False
1383,Jan Nowak,Laptop,elektronika,Kraków,1,299.99,2025-04-27,anna@gmail.com,299.99,2025,4,Sunday,True
1384,Piotr Wiśniewski,Pendrive,elektronika,Gdańsk,2,399.0,2025-06-02,tomasz@interia.pl,798.0,2025,6,Monday,True
1387,Krzysztof Kamiński,Monitor,akcesoria,Kraków,1,89.5,2025-01-20,brak,89.5,2025,1,Monday,False
1388,Anna Kowalska,Laptop,elektronika,Kraków,5,199.99,2025-05-03,anna@gmail.com,999.95,2025,5,Saturday,True
1389,Katarzyna Lewandowska,Laptop,elektronika,Poznań,3,2999.0,2025-09-04,piotr.w@onet,8997.0,2025,9,Thursday,False
1390,Krzysztof Kamiński,Webcam,akcesoria,Kraków,3,89.5,2025-09-25,marta@gmail.com,268.5,2025,9,Thursday,True
1391,Anna Kowalska,Słuchawki,akcesoria,Warszawa,1,399.0,2025-03-31,piotr.w@onet,399.0,2025,3,Monday,False
1395,Magdalena Dąbrowska,Laptop,akcesoria,Kraków,1,399.0,2025-06-04,brak_emaila,399.0,2025,6,Wednesday,False
1397,Katarzyna Lewandowska,Laptop,akcesoria,Wrocław,1,1499.0,2025-06-10,piotr.w@onet,1499.0,2025,6,Tuesday,False
1399,Marta Wójcik,Mysz,elektronika,Gdańsk,1,399.0,2025-05-27,JAN@WP.PL,399.0,2025,5,Tuesday,True
1400,Anna Kowalska,Webcam,elektronika,Wrocław,1,2999.0,2025-02-27,anna@gmail.com,2999.0,2025,2,Thursday,True
1402,Jan Nowak,Pendrive,elektronika,Warszawa,5,89.5,2025-10-10,krzysztof.k@gmail.com,447.5,2025,10,Friday,True
1403,Krzysztof Kamiński,Webcam,elektronika,Wrocław,3,2999.0,2025-09-21,piotr.w@onet,8997.0,2025,9,Sunday,False
1405,Piotr Wiśniewski,Monitor,elektronika,Kraków,2,299.99,2025-08-06,tomasz@interia.pl,599.98,2025,8,Wednesday,True
1407,Anna Kowalska,Laptop,akcesoria,Warszawa,1,299.99,2025-06-09,brak_emaila,299.99,2025,6,Monday,False
1408,Piotr Wiśniewski,Webcam,akcesoria,Warszawa,1,199.99,2025-08-13,anna@gmail.com,199.99,2025,8,Wednesday,True
1409,Tomasz Zieliński,Pendrive,elektronika,Kraków,1,199.99,2025-05-30,brak,199.99,2025,5,Friday,False
1411,Anna Kowalska,Mysz,elektronika,Warszawa,1,299.99,2025-04-23,piotr.w@onet,299.99,2025,4,Wednesday,False
1412,Magdalena Dąbrowska,Laptop,akcesoria,Warszawa,2,399.0,2025-03-22,brak,798.0,2025,3,Saturday,False
1413,Jan Nowak,Webcam,akcesoria,Łódź,3,2999.0,2025-06-29,brak,8997.0,2025,6,Sunday,False
1414,Krzysztof Kamiński,Monitor,akcesoria,Warszawa,2,299.99,2025-01-22,JAN@WP.PL,599.98,2025,1,Wednesday,True
1415,Magdalena Dąbrowska,Laptop,akcesoria,Poznań,1,199.99,2025-08-21,brak,199.99,2025,8,Thursday,False
1416,Krzysztof Kamiński,Mysz,akcesoria,Kraków,3,299.99,2025-06-01,brak,899.97,2025,6,Sunday,False
1417,Anna Kowalska,Laptop,akcesoria,Warszawa,2,399.0,2025-04-23,brak_emaila,798.0,2025,4,Wednesday,False
1418,Magdalena Dąbrowska,Monitor,elektronika,Gdańsk,1,299.99,2025-04-30,brak_emaila,299.99,2025,4,Wednesday,False
1419,Anna Kowalska,Słuchawki,akcesoria,Poznań,2,2999.0,2025-06-26,marta@gmail.com,5998.0,2025,6,Thursday,True
1420,Anna Kowalska,Mysz,elektronika,Warszawa,1,89.5,2025-07-18,krzysztof.k@gmail.com,89.5,2025,7,Friday,True
1421,Tomasz Zieliński,Mysz,akcesoria,Wrocław,1,399.0,2025-05-24,anna@gmail.com,399.0,2025,5,Saturday,True
1422,Katarzyna Lewandowska,Laptop,elektronika,Warszawa,5,199.99,2025-11-07,brak,999.95,2025,11,Friday,False
1423,Katarzyna Lewandowska,Słuchawki,elektronika,Poznań,1,2999.0,2025-05-19,marta@gmail.com,2999.0,2025,5,Monday,True
1424,Tomasz Zieliński,Słuchawki,akcesoria,Gdańsk,1,299.99,2025-07-17,krzysztof.k@gmail.com,299.99,2025,7,Thursday,True
1425,Marta Wójcik,Laptop,elektronika,Kraków,5,299.99,2025-04-06,marta@gmail.com,1499.95,2025,4,Sunday,True
1426,Anna Kowalska,Monitor,akcesoria,Warszawa,3,89.5,2025-06-26,marta@gmail.com,268.5,2025,6,Thursday,True
1427,Krzysztof Kamiński,Monitor,elektronika,Gdańsk,1,199.99,2025-08-30,anna@gmail.com,199.99,2025,8,Saturday,True
1428,Anna Kowalska,Klawiatura,elektronika,Łódź,1,199.99,2025-04-23,anna@gmail.com,199.99,2025,4,Wednesday,True
1429,Piotr Wiśniewski,Monitor,akcesoria,Łódź,1,1499.0,2025-12-08,tomasz@interia.pl,1499.0,2025,12,Monday,True
1430,Magdalena Dąbrowska,Laptop,akcesoria,Gdańsk,2,199.99,2025-09-21,JAN@WP.PL,399.98,2025,9,Sunday,True
1431,Anna Kowalska,Mysz,akcesoria,Poznań,1,89.5,2025-05-02,JAN@WP.PL,89.5,2025,5,Friday,True
1434,Jan Nowak,Monitor,akcesoria,Kraków,2,1499.0,2025-02-22,brak_emaila,2998.0,2025,2,Saturday,False
1436,Anna Kowalska,Monitor,akcesoria,Kraków,2,299.99,2025-01-26,marta@gmail.com,599.98,2025,1,Sunday,True
1437,Anna Kowalska,Klawiatura,elektronika,Łódź,2,199.99,2025-01-16,brak,399.98,2025,1,Thursday,False
1438,Anna Kowalska,Pendrive,akcesoria,Kraków,1,1499.0,2025-02-17,tomasz@interia.pl,1499.0,2025,2,Monday,True
1440,Tomasz Zieliński,Monitor,elektronika,Warszawa,3,299.99,2025-04-08,JAN@WP.PL,899.97,2025,4,Tuesday,True
1441,Anna Kowalska,Mysz,elektronika,Łódź,1,89.5,2025-04-16,tomasz@interia.pl,89.5,2025,4,Wednesday,True
1443,Krzysztof Kamiński,Laptop,akcesoria,Poznań,1,299.99,2025-04-13,piotr.w@onet,299.99,2025,4,Sunday,False
1444,Piotr Wiśniewski,Monitor,akcesoria,Poznań,1,399.0,2025-12-02,piotr.w@onet,399.0,2025,12,Tuesday,False
1445,Katarzyna Lewandowska,Webcam,akcesoria,Kraków,1,399.0,2025-02-27,brak_emaila,399.0,2025,2,Thursday,False
1446,Jan Nowak,Monitor,elektronika,Kraków,1,299.99,2025-12-10,brak_emaila,299.99,2025,12,Wednesday,False
1447,Krzysztof Kamiński,Słuchawki,elektronika,Warszawa,1,1499.0,2025-09-21,brak,1499.0,2025,9,Sunday,False
1451,Anna Kowalska,Pendrive,elektronika,Warszawa,3,2999.0,2025-06-09,brak_emaila,8997.0,2025,6,Monday,False
1453,Jan Nowak,Webcam,elektronika,Warszawa,1,399.0,2025-08-27,piotr.w@onet,399.0,2025,8,Wednesday,False
1455,Krzysztof Kamiński,Pendrive,akcesoria,Warszawa,1,1499.0,2025-01-06,marta@gmail.com,1499.0,2025,1,Monday,True
1458,Katarzyna Lewandowska,Monitor,akcesoria,Warszawa,3,89.5,2025-06-10,krzysztof.k@gmail.com,268.5,2025,6,Tuesday,True
1460,Anna Kowalska,Słuchawki,elektronika,Poznań,2,1499.0,2025-05-28,brak,2998.0,2025,5,Wednesday,False
1461,Tomasz Zieliński,Mysz,elektronika,Warszawa,1,89.5,2025-02-02,piotr.w@onet,89.5,2025,2,Sunday,False
1462,Anna Kowalska,Laptop,akcesoria,Warszawa,1,1499.0,2025-03-22,brak_emaila,1499.0,2025,3,Saturday,False
1464,Magdalena Dąbrowska,Webcam,akcesoria,Gdańsk,1,299.99,2025-08-27,JAN@WP.PL,299.99,2025,8,Wednesday,True
1465,Jan Nowak,Słuchawki,akcesoria,Warszawa,2,399.0,2025-11-07,brak_emaila,798.0,2025,11,Friday,False
1467,Katarzyna Lewandowska,Mysz,elektronika,Wrocław,1,299.99,2025-06-27,anna@gmail.com,299.99,2025,6,Friday,True
1468,Katarzyna Lewandowska,Laptop,akcesoria,Wrocław,3,399.0,2025-06-25,anna@gmail.com,1197.0,2025,6,Wednesday,True
1469,Anna Kowalska,Mysz,elektronika,Warszawa,5,1499.0,2025-09-09,marta@gmail.com,7495.0,2025,9,Tuesday,True
1470,Jan Nowak,Monitor,elektronika,Poznań,5,399.0,2025-01-18,krzysztof.k@gmail.com,1995.0,2025,1,Saturday,True
1472,Anna Kowalska,Monitor,akcesoria,Kraków,2,1499.0,2025-05-31,JAN@WP.PL,2998.0,2025,5,Saturday,True
1474,Anna Kowalska,Pendrive,elektronika,Wrocław,3,199.99,2025-09-07,brak,599.97,2025,9,Sunday,False
1475,Anna Kowalska,Webcam,elektronika,Warszawa,1,199.99,2025-05-01,krzysztof.k@gmail.com,199.99,2025,5,Thursday,True
1478,Anna Kowalska,Pendrive,elektronika,Warszawa,1,399.0,2025-10-17,marta@gmail.com,399.0,2025,10,Friday,True
1479,Anna Kowalska,Pendrive,elektronika,Wrocław,2,199.99,2025-01-28,brak,399.98,2025,1,Tuesday,False
1481,Anna Kowalska,Webcam,elektronika,Łódź,1,89.5,2025-06-17,JAN@WP.PL,89.5,2025,6,Tuesday,True
1482,Anna Kowalska,Laptop,elektronika,Łódź,2,1499.0,2025-04-11,JAN@WP.PL,2998.0,2025,4,Friday,True
1483,Anna Kowalska,Monitor,akcesoria,Kraków,3,89.5,2025-06-24,tomasz@interia.pl,268.5,2025,6,Tuesday,True
1484,Anna Kowalska,Mysz,akcesoria,Łódź,1,299.99,2025-07-08,brak,299.99,2025,7,Tuesday,False
1485,Krzysztof Kamiński,Pendrive,elektronika,Warszawa,1,2999.0,2025-04-07,tomasz@interia.pl,2999.0,2025,4,Monday,True
1487,Katarzyna Lewandowska,Monitor,elektronika,Warszawa,1,199.99,2025-05-04,krzysztof.k@gmail.com,199.99,2025,5,Sunday,True
1488,Magdalena Dąbrowska,Słuchawki,elektronika,Warszawa,5,1499.0,2025-03-04,brak,7495.0,2025,3,Tuesday,False
1489,Piotr Wiśniewski,Webcam,akcesoria,Warszawa,1,299.99,2025-10-16,JAN@WP.PL,299.99,2025,10,Thursday,True
1490,Tomasz Zieliński,Monitor,elektronika,Warszawa,2,199.99,2025-01-02,marta@gmail.com,399.98,2025,1,Thursday,True
1491,Marta Wójcik,Mysz,akcesoria,Wrocław,1,299.99,2025-07-06,anna@gmail.com,299.99,2025,7,Sunday,True
1492,Katarzyna Lewandowska,Klawiatura,akcesoria,Warszawa,1,2999.0,2025-08-19,piotr.w@onet,2999.0,2025,8,Tuesday,False
1494,Krzysztof Kamiński,Webcam,elektronika,Wrocław,3,1499.0,2025-04-13,piotr.w@onet,4497.0,2025,4,Sunday,False
1495,Anna Kowalska,Laptop,elektronika,Warszawa,1,399.0,2025-06-10,brak,399.0,2025,6,Tuesday,False
1496,Marta Wójcik,Słuchawki,elektronika,Kraków,1,1499.0,2025-01-22,marta@gmail.com,1499.0,2025,1,Wednesday,True
1498,Magdalena Dąbrowska,Laptop,akcesoria,Łódź,1,2999.0,2025-05-13,piotr.w@onet,2999.0,2025,5,Tuesday,False
1499,Katarzyna Lewandowska,Laptop,elektronika,Warszawa,2,1499.0,2025-04-10,krzysztof.k@gmail.com,2998.0,2025,4,Thursday,True
